Cancer,Symbol,GO,,NES,p,FDR,
LUAD,DNAJC15,epithelial mesenchymal transition,,1.6785,0,0.0030109,
LUAD,DNAJC18,epithelial mesenchymal transition,,2.4927,0,0,
LUAD,DNAJC22,epithelial mesenchymal transition,,2.4062,0,0,
LUAD,DNAJC24,epithelial mesenchymal transition,,2.7065,0,0,
LUAD,HSPA12A,epithelial mesenchymal transition,,3.1722,0,0,
LUAD,HSPA12B,epithelial mesenchymal transition,,3.2168,0,0,
LUAD,HSPA13,epithelial mesenchymal transition,,2.8671,0,0,
LUAD,HSPA2,epithelial mesenchymal transition,,2.8193,0,0,
LUAD,HSPA6,epithelial mesenchymal transition,,1.9683,0,0.0004898,
LUAD,HSPA8,epithelial mesenchymal transition,,2.0984,0,0.00047619,
LUAD,HSPB2,epithelial mesenchymal transition,,3.2161,0,0,
LUAD,HSPB3,epithelial mesenchymal transition,,2.7377,0,0,
LUAD,HSPB6,epithelial mesenchymal transition,,2.3551,0,0,
LUAD,HSPB7,epithelial mesenchymal transition,,2.9896,0,0,
LUAD,HSPB8,epithelial mesenchymal transition,,1.9862,0,0.00030357,
LUAD,SACS,epithelial mesenchymal transition,,3.0567,0,0,
LUSC,CRYAB,epithelial mesenchymal transition,,2.07,0,0,
LUSC,DNAJB12,epithelial mesenchymal transition,,2.41,0,0,
LUSC,DNAJB13,epithelial mesenchymal transition,,2.2018,0,0,
LUSC,DNAJB2,epithelial mesenchymal transition,,1.9775,0,0,
LUSC,DNAJB4,epithelial mesenchymal transition,,2.4956,0,0,
LUSC,DNAJB5,epithelial mesenchymal transition,,3.7865,0,0,
LUSC,DNAJB6,epithelial mesenchymal transition,,2.9085,0,0,
LUSC,DNAJB9,epithelial mesenchymal transition,,3.0476,0,0,
LUSC,DNAJC10,epithelial mesenchymal transition,,3.3675,0,0,
LUSC,DNAJC12,epithelial mesenchymal transition,,2.8179,0,0,
LUSC,DNAJC13,epithelial mesenchymal transition,,1.9332,0,0.00024,
LUSC,DNAJC15,epithelial mesenchymal transition,,2.0621,0,0,
LUSC,DNAJC18,epithelial mesenchymal transition,,2.6505,0,0,
LUSC,DNAJC1,epithelial mesenchymal transition,,2.5407,0,0,
LUSC,DNAJC22,epithelial mesenchymal transition,,2.481,0,0,
LUSC,DNAJC24,epithelial mesenchymal transition,,2.2473,0,0,
LUSC,DNAJC3,epithelial mesenchymal transition,,3.4441,0,0,
LUSC,HSP90B1,epithelial mesenchymal transition,,3.1713,0,0,
LUSC,HSPA12A,epithelial mesenchymal transition,,3.5268,0,0,
LUSC,HSPA12B,epithelial mesenchymal transition,,2.9908,0,0,
LUSC,HSPA13,epithelial mesenchymal transition,,2.9993,0,0,
LUSC,HSPA2,epithelial mesenchymal transition,,3.0236,0,0,
LUSC,HSPA5,epithelial mesenchymal transition,,3.9044,0,0,
LUSC,HSPA6,epithelial mesenchymal transition,,1.9121,0,0.00016223,
LUSC,HSPA7,epithelial mesenchymal transition,,2.4764,0,0,
LUSC,HSPA8,epithelial mesenchymal transition,,1.7109,0,0.0020605,
LUSC,HSPB2,epithelial mesenchymal transition,,3.181,0,0,
LUSC,HSPB3,epithelial mesenchymal transition,,3.261,0,0,
LUSC,HSPB6,epithelial mesenchymal transition,,2.7674,0,0,
LUSC,HSPB7,epithelial mesenchymal transition,,3.0009,0,0,
LUSC,HSPB8,epithelial mesenchymal transition,,2.9061,0,0,
LUSC,HYOU1,epithelial mesenchymal transition,,3.3944,0,0,
LUSC,SACS,epithelial mesenchymal transition,,2.7748,0,0,
LUSC,SEC63,epithelial mesenchymal transition,,2.822,0,0,
MESO,DNAJA4,epithelial mesenchymal transition,,1.7508,0,0.0032061,
MESO,DNAJB4,epithelial mesenchymal transition,,3.5331,0,0,
MESO,DNAJC12,epithelial mesenchymal transition,,1.9793,0,0.00058974,
MESO,DNAJC18,epithelial mesenchymal transition,,2.693,0,0,
MESO,DNAJC1,epithelial mesenchymal transition,,1.8059,0,0.00090299,
MESO,DNAJC21,epithelial mesenchymal transition,,2.7567,0,0,
MESO,DNAJC24,epithelial mesenchymal transition,,2.8932,0,0,
MESO,DNAJC5B,epithelial mesenchymal transition,,2.2647,0,0,
MESO,HSPA12B,epithelial mesenchymal transition,,3.0081,0,0,
MESO,HSPA13,epithelial mesenchymal transition,,2.7873,0,0,
MESO,HSPA6,epithelial mesenchymal transition,,2.1545,0,0,
MESO,HSPB3,epithelial mesenchymal transition,,2.296,0,0,
MESO,HSPB6,epithelial mesenchymal transition,,2.5394,0,0,
MESO,ODF1,epithelial mesenchymal transition,,2.1172,0,0,
MESO,SACS,epithelial mesenchymal transition,,2.6691,0,0,
OV,CRYAB,epithelial mesenchymal transition,,2.6942,0,0,
OV,DNAJB11,epithelial mesenchymal transition,,2.3131,0,0,
OV,DNAJB12,epithelial mesenchymal transition,,1.6572,0,0.006209,
OV,DNAJB14,epithelial mesenchymal transition,,2.3141,0,0,
OV,DNAJB2,epithelial mesenchymal transition,,2.3507,0,0,
OV,DNAJB4,epithelial mesenchymal transition,,3.4622,0,0,
OV,DNAJB5,epithelial mesenchymal transition,,2.9403,0,0,
OV,DNAJB9,epithelial mesenchymal transition,,2.2925,0,0,
OV,DNAJC12,epithelial mesenchymal transition,,2.6975,0,0,
OV,DNAJC13,epithelial mesenchymal transition,,2.2077,0,0,
OV,DNAJC15,epithelial mesenchymal transition,,2.4732,0,0,
OV,DNAJC1,epithelial mesenchymal transition,,2.9926,0,0,
OV,DNAJC25,epithelial mesenchymal transition,,2.114,0,0.00075862,
OV,DNAJC3,epithelial mesenchymal transition,,3.2959,0,0,
OV,DNAJC5B,epithelial mesenchymal transition,,2.7769,0,0,
OV,DNAJC5,epithelial mesenchymal transition,,2.0878,0,0.00083333,
OV,HSPA12B,epithelial mesenchymal transition,,3.1541,0,0,
OV,HSPA13,epithelial mesenchymal transition,,2.3975,0,0,
OV,HSPA2,epithelial mesenchymal transition,,2.6794,0,0,
OV,HSPA5,epithelial mesenchymal transition,,3.5179,0,0,
OV,HSPA6,epithelial mesenchymal transition,,3.3743,0,0,
OV,HSPA7,epithelial mesenchymal transition,,2.8571,0,0,
OV,HSPB2,epithelial mesenchymal transition,,3.2572,0,0,
OV,HSPB3,epithelial mesenchymal transition,,3.8385,0,0,
OV,HSPB7,epithelial mesenchymal transition,,3.7693,0,0,
OV,HSPB8,epithelial mesenchymal transition,,3.4002,0,0,
OV,SACS,epithelial mesenchymal transition,,2.0456,0,0,
PAAD,CRYAB,epithelial mesenchymal transition,,2.8686,0,0,
PAAD,DNAJA1,epithelial mesenchymal transition,,1.7606,0,0.0037016,
PAAD,DNAJB14,epithelial mesenchymal transition,,1.6713,0,0.0037046,
PAAD,DNAJB4,epithelial mesenchymal transition,,2.9842,0,0,
PAAD,DNAJB5,epithelial mesenchymal transition,,3.2164,0,0,
PAAD,DNAJB6,epithelial mesenchymal transition,,3.3151,0,0,
PAAD,DNAJB8,epithelial mesenchymal transition,,2.5477,0,0,
PAAD,DNAJC13,epithelial mesenchymal transition,,2.3671,0,0,
PAAD,DNAJC18,epithelial mesenchymal transition,,2.3134,0,0,
PAAD,DNAJC24,epithelial mesenchymal transition,,2.4076,0,0,
PAAD,DNAJC3,epithelial mesenchymal transition,,1.7812,0,0.0024829,
PAAD,DNAJC5B,epithelial mesenchymal transition,,2.4681,0,0,
PAAD,DNAJC8,epithelial mesenchymal transition,,2.7398,0,0,
PAAD,HSPA12A,epithelial mesenchymal transition,,2.8096,0,0,
PAAD,HSPA12B,epithelial mesenchymal transition,,2.8897,0,0,
PAAD,HSPA13,epithelial mesenchymal transition,,2.6164,0,0,
PAAD,HSPA2,epithelial mesenchymal transition,,3.7829,0,0,
PAAD,HSPA6,epithelial mesenchymal transition,,3.0274,0,0,
PAAD,HSPA7,epithelial mesenchymal transition,,3.1705,0,0,
PAAD,HSPA8,epithelial mesenchymal transition,,1.825,0,0.00084152,
PAAD,HSPB2,epithelial mesenchymal transition,,3.4181,0,0,
PAAD,HSPB3,epithelial mesenchymal transition,,1.8679,0,0.00061993,
PAAD,HSPB6,epithelial mesenchymal transition,,2.3283,0,0,
PAAD,HSPB7,epithelial mesenchymal transition,,3.095,0,0,
PAAD,HSPB8,epithelial mesenchymal transition,,2.1545,0,0,
PAAD,ODF1,epithelial mesenchymal transition,,3.273,0,0,
PAAD,SACS,epithelial mesenchymal transition,,2.9295,0,0,
PCPG,CRYAA,epithelial mesenchymal transition,,1.7056,0,0.0039673,
PCPG,CRYAB,epithelial mesenchymal transition,,2.6518,0,0,
PCPG,DNAJB11,epithelial mesenchymal transition,,3.3261,0,0,
PCPG,DNAJB1,epithelial mesenchymal transition,,2.3937,0,0,
PCPG,DNAJB4,epithelial mesenchymal transition,,3.2032,0,0,
PCPG,DNAJB5,epithelial mesenchymal transition,,1.7012,0,0.0089406,
PCPG,DNAJB6,epithelial mesenchymal transition,,3.2851,0,0,
PCPG,DNAJC5B,epithelial mesenchymal transition,,2.072,0,0,
PCPG,DNAJC8,epithelial mesenchymal transition,,2.3961,0,0,
PCPG,HSP90B1,epithelial mesenchymal transition,,3.2654,0,0,
PCPG,HSPA12B,epithelial mesenchymal transition,,2.9651,0,0,
PCPG,HSPA1A,epithelial mesenchymal transition,,3.4768,0,0,
PCPG,HSPA1B,epithelial mesenchymal transition,,2.2334,0,0,
PCPG,HSPA2,epithelial mesenchymal transition,,2.9421,0,0,
PCPG,HSPA5,epithelial mesenchymal transition,,1.9244,0,0.00038776,
PCPG,HSPA6,epithelial mesenchymal transition,,2.6981,0,0,
PCPG,HSPA7,epithelial mesenchymal transition,,1.6585,0,0.0036035,
PCPG,HSPB1,epithelial mesenchymal transition,,2.5914,0,0,
PCPG,HSPB2,epithelial mesenchymal transition,,2.685,0,0,
PCPG,HSPB3,epithelial mesenchymal transition,,2.5592,0,0,
PCPG,HSPB7,epithelial mesenchymal transition,,2.7371,0,0,
PCPG,HSPB8,epithelial mesenchymal transition,,1.9531,0,9.00E-04,
PCPG,HSPD1,epithelial mesenchymal transition,,2.2273,0,0,
PCPG,HSPE1,epithelial mesenchymal transition,,1.6361,0,0.0040309,
PCPG,ODF1,epithelial mesenchymal transition,,3.1559,0,0,
PRAD,CRYAB,epithelial mesenchymal transition,,2.81,0,0,
PRAD,DNAJB4,epithelial mesenchymal transition,,2.8496,0,0,
PRAD,DNAJB5,epithelial mesenchymal transition,,2.7892,0,0,
PRAD,DNAJB6,epithelial mesenchymal transition,,2.8269,0,0,
PRAD,DNAJC15,epithelial mesenchymal transition,,2.5936,0,0,
PRAD,DNAJC18,epithelial mesenchymal transition,,2.5606,0,0,
PRAD,DNAJC27,epithelial mesenchymal transition,,2.0108,0,0,
PRAD,DNAJC5B,epithelial mesenchymal transition,,1.9898,0,0,
PRAD,HSPA12A,epithelial mesenchymal transition,,2.4415,0,0,
PRAD,HSPA12B,epithelial mesenchymal transition,,2.5203,0,0,
PRAD,HSPA2,epithelial mesenchymal transition,,2.8441,0,0,
PRAD,HSPA4L,epithelial mesenchymal transition,,2.4071,0,0,
PRAD,HSPA6,epithelial mesenchymal transition,,2.549,0,0,
PRAD,HSPA7,epithelial mesenchymal transition,,2.0652,0,0,
PRAD,HSPB1,epithelial mesenchymal transition,,1.7343,0,0.0026787,
PRAD,HSPB2,epithelial mesenchymal transition,,2.7544,0,0,
PRAD,HSPB3,epithelial mesenchymal transition,,2.97,0,0,
PRAD,HSPB6,epithelial mesenchymal transition,,2.7721,0,0,
PRAD,HSPB7,epithelial mesenchymal transition,,2.6777,0,0,
PRAD,HSPB8,epithelial mesenchymal transition,,2.6179,0,0,
PRAD,SACS,epithelial mesenchymal transition,,2.48,0,0,
READ,CRYAB,epithelial mesenchymal transition,,2.737,0,0,
READ,DNAJA1,epithelial mesenchymal transition,,3.0828,0,0,
READ,DNAJA4,epithelial mesenchymal transition,,2.0945,0,0,
READ,DNAJB14,epithelial mesenchymal transition,,2.1195,0,0,
READ,DNAJB2,epithelial mesenchymal transition,,2.5855,0,0,
READ,DNAJB4,epithelial mesenchymal transition,,2.692,0,0,
READ,DNAJB5,epithelial mesenchymal transition,,2.6704,0,0,
READ,DNAJB6,epithelial mesenchymal transition,,2.3465,0,0,
READ,DNAJB8,epithelial mesenchymal transition,,2.4475,0,0,
READ,DNAJB9,epithelial mesenchymal transition,,3.2406,0,0,
READ,DNAJC13,epithelial mesenchymal transition,,2.7973,0,0,
READ,DNAJC17,epithelial mesenchymal transition,,1.676,0,0.01125,
READ,DNAJC18,epithelial mesenchymal transition,,3.0623,0,0,
READ,DNAJC24,epithelial mesenchymal transition,,2.0791,0,0,
READ,DNAJC3,epithelial mesenchymal transition,,2.0933,0,0,
READ,DNAJC5,epithelial mesenchymal transition,,2.0678,0,0,
READ,HSP90AA1,epithelial mesenchymal transition,,2.0225,0,0,
READ,HSPA12A,epithelial mesenchymal transition,,3.0611,0,0,
READ,HSPA13,epithelial mesenchymal transition,,2.9398,0,0,
READ,HSPA1A,epithelial mesenchymal transition,,2.8996,0,0,
READ,HSPA2,epithelial mesenchymal transition,,2.5636,0,0,
READ,HSPA5,epithelial mesenchymal transition,,2.3421,0,0,
READ,HSPA6,epithelial mesenchymal transition,,2.7589,0,0,
READ,HSPA7,epithelial mesenchymal transition,,2.6455,0,0,
READ,HSPB1,epithelial mesenchymal transition,,2.6811,0,0,
READ,HSPB6,epithelial mesenchymal transition,,2.6607,0,0,
READ,HSPB7,epithelial mesenchymal transition,,2.6018,0,0,
READ,HSPB8,epithelial mesenchymal transition,,2.6595,0,0,
READ,HYOU1,epithelial mesenchymal transition,,2.6794,0,0,
READ,SACS,epithelial mesenchymal transition,,2.5517,0,0,
READ,SEC63,epithelial mesenchymal transition,,2.2362,0,0,
SARC,DNAJB11,epithelial mesenchymal transition,,2.1387,0,0,
SARC,DNAJB12,epithelial mesenchymal transition,,1.6546,0,0.0044481,
SARC,DNAJB1,epithelial mesenchymal transition,,1.879,0,0.00042222,
SARC,DNAJB4,epithelial mesenchymal transition,,2.3519,0,0,
SARC,DNAJB6,epithelial mesenchymal transition,,1.6491,0,0.012327,
SARC,DNAJB9,epithelial mesenchymal transition,,2.5495,0,0,
SARC,DNAJC15,epithelial mesenchymal transition,,1.795,0,0.00105,
SARC,DNAJC1,epithelial mesenchymal transition,,2.3008,0,0,
SARC,DNAJC25,epithelial mesenchymal transition,,2.3274,0,0,
SARC,DNAJC3,epithelial mesenchymal transition,,2.5857,0,0,
SARC,HSP90B1,epithelial mesenchymal transition,,1.7258,0,0.0026209,
SARC,HSPA12A,epithelial mesenchymal transition,,1.6889,0,0.0089986,
SARC,HSPA5,epithelial mesenchymal transition,,2.6136,0,0,
SARC,HSPA6,epithelial mesenchymal transition,,1.8413,0,0.00059792,
SARC,HSPA7,epithelial mesenchymal transition,,1.6742,0,0.0029308,
SARC,HSPH1,epithelial mesenchymal transition,,1.9868,0,0.0002355,
SARC,HYOU1,epithelial mesenchymal transition,,2.1059,0,0.0004682,
SARC,SEC63,epithelial mesenchymal transition,,2.1743,0,0,
SKCM,CRYAB,epithelial mesenchymal transition,,2.074,0,0,
SKCM,DNAJB1,epithelial mesenchymal transition,,1.8611,0,0.0014319,
SKCM,DNAJB2,epithelial mesenchymal transition,,2.1798,0,0,
SKCM,DNAJB5,epithelial mesenchymal transition,,1.9862,0,0,
SKCM,DNAJB6,epithelial mesenchymal transition,,1.8416,0,0.0039053,
SKCM,DNAJC12,epithelial mesenchymal transition,,1.7553,0,0.0065138,
SKCM,HSPA12B,epithelial mesenchymal transition,,2.3658,0,0,
SKCM,HSPB2,epithelial mesenchymal transition,,2.5114,0,0,
SKCM,HSPB3,epithelial mesenchymal transition,,1.9272,0,0.00034735,
SKCM,HSPB6,epithelial mesenchymal transition,,1.9549,0,0.0010404,
SKCM,HSPB7,epithelial mesenchymal transition,,1.9334,0,0.0011495,
SKCM,HYOU1,epithelial mesenchymal transition,,2.1333,0,0,
STAD,CRYAB,epithelial mesenchymal transition,,3.0307,0,0,
STAD,DNAJB4,epithelial mesenchymal transition,,3.1993,0,0,
STAD,DNAJB5,epithelial mesenchymal transition,,2.8738,0,0,
STAD,DNAJB6,epithelial mesenchymal transition,,2.6492,0,0,
STAD,DNAJB9,epithelial mesenchymal transition,,3.3417,0,0,
STAD,DNAJC12,epithelial mesenchymal transition,,2.5099,0,0,
STAD,DNAJC18,epithelial mesenchymal transition,,2.5106,0,0,
STAD,DNAJC24,epithelial mesenchymal transition,,2.2186,0,0,
STAD,DNAJC4,epithelial mesenchymal transition,,1.842,0,0.00062019,
STAD,DNAJC5B,epithelial mesenchymal transition,,2.2065,0,0,
STAD,HSPA12A,epithelial mesenchymal transition,,2.5545,0,0,
STAD,HSPA12B,epithelial mesenchymal transition,,2.9968,0,0,
STAD,HSPA13,epithelial mesenchymal transition,,2.6819,0,0,
STAD,HSPA1L,epithelial mesenchymal transition,,2.0349,0,0,
STAD,HSPA2,epithelial mesenchymal transition,,2.6722,0,0,
STAD,HSPA6,epithelial mesenchymal transition,,3.2945,0,0,
STAD,HSPA7,epithelial mesenchymal transition,,3.0722,0,0,
STAD,HSPB1,epithelial mesenchymal transition,,2.9574,0,0,
STAD,HSPB2,epithelial mesenchymal transition,,3.0511,0,0,
STAD,HSPB3,epithelial mesenchymal transition,,2.1696,0,0,
STAD,HSPB6,epithelial mesenchymal transition,,2.6302,0,0,
STAD,HSPB7,epithelial mesenchymal transition,,2.9036,0,0,
STAD,HSPB8,epithelial mesenchymal transition,,2.7992,0,0,
STAD,SACS,epithelial mesenchymal transition,,2.4516,0,0,
TGCT,CRYAB,epithelial mesenchymal transition,,3.2326,0,0,
TGCT,DNAJB13,epithelial mesenchymal transition,,1.9091,0,0,
TGCT,DNAJB14,epithelial mesenchymal transition,,2.2381,0,0,
TGCT,DNAJB4,epithelial mesenchymal transition,,2.4992,0,0,
TGCT,DNAJB5,epithelial mesenchymal transition,,2.9524,0,0,
TGCT,DNAJB8,epithelial mesenchymal transition,,2.8307,0,0,
TGCT,DNAJC12,epithelial mesenchymal transition,,3.1889,0,0,
TGCT,DNAJC18,epithelial mesenchymal transition,,2.8699,0,0,
TGCT,DNAJC24,epithelial mesenchymal transition,,2.3269,0,0,
TGCT,DNAJC3,epithelial mesenchymal transition,,2.7747,0,0,
TGCT,DNAJC4,epithelial mesenchymal transition,,1.8276,0,0.00063543,
TGCT,DNAJC5,epithelial mesenchymal transition,,2.0687,0,0,
TGCT,HSPA12A,epithelial mesenchymal transition,,2.9991,0,0,
TGCT,HSPA12B,epithelial mesenchymal transition,,3.3116,0,0,
TGCT,HSPA2,epithelial mesenchymal transition,,2.4185,0,0,
TGCT,HSPA7,epithelial mesenchymal transition,,1.7913,0,0.00077223,
TGCT,HSPB11,epithelial mesenchymal transition,,2.5712,0,0,
TGCT,HSPB1,epithelial mesenchymal transition,,2.2062,0,0,
TGCT,HSPB2,epithelial mesenchymal transition,,2.667,0,0,
TGCT,HSPB3,epithelial mesenchymal transition,,2.6163,0,0,
TGCT,HSPB6,epithelial mesenchymal transition,,3.2115,0,0,
TGCT,HSPB7,epithelial mesenchymal transition,,2.778,0,0,
TGCT,HSPB8,epithelial mesenchymal transition,,3.3137,0,0,
TGCT,ODF1,epithelial mesenchymal transition,,2.5317,0,0,
THCA,DNAJA1,epithelial mesenchymal transition,,2.3194,0,0,
THCA,DNAJB1,epithelial mesenchymal transition,,2.8695,0,0,
THCA,DNAJB6,epithelial mesenchymal transition,,1.9032,0,0,
THCA,DNAJC12,epithelial mesenchymal transition,,2.5961,0,0,
THCA,DNAJC15,epithelial mesenchymal transition,,1.6861,0,0.0047384,
THCA,DNAJC21,epithelial mesenchymal transition,,2.0814,0,0,
THCA,DNAJC5B,epithelial mesenchymal transition,,1.9758,0,0,
THCA,DNAJC9,epithelial mesenchymal transition,,1.9923,0,0.00015,
THCA,HSP90AA1,epithelial mesenchymal transition,,2.2822,0,0,
THCA,HSPA12B,epithelial mesenchymal transition,,2.1043,0,0,
THCA,HSPA1A,epithelial mesenchymal transition,,2.6057,0,0,
THCA,HSPA1B,epithelial mesenchymal transition,,2.3527,0,0,
THCA,HSPA2,epithelial mesenchymal transition,,2.4077,0,0,
THCA,HSPA6,epithelial mesenchymal transition,,2.4736,0,0,
THCA,HSPA7,epithelial mesenchymal transition,,2.0771,0,0,
THCA,HSPB2,epithelial mesenchymal transition,,2.9015,0,0,
THCA,HSPB3,epithelial mesenchymal transition,,2.6441,0,0,
THCA,HSPB6,epithelial mesenchymal transition,,2.7301,0,0,
THCA,HSPH1,epithelial mesenchymal transition,,2.3614,0,0,
THCA,ODF1,epithelial mesenchymal transition,,2.3627,0,0,
THCA,SACS,epithelial mesenchymal transition,,1.7541,0,0.00078941,
THYM,CRYAB,epithelial mesenchymal transition,,2.0089,0,0,
THYM,DNAJA4,epithelial mesenchymal transition,,2.5128,0,0,
THYM,DNAJB13,epithelial mesenchymal transition,,1.9205,0,0.00081329,
THYM,DNAJB4,epithelial mesenchymal transition,,2.3913,0,0,
THYM,DNAJB5,epithelial mesenchymal transition,,2.4365,0,0,
THYM,DNAJB9,epithelial mesenchymal transition,,2.301,0,0,
THYM,DNAJC10,epithelial mesenchymal transition,,2.1777,0,0,
THYM,DNAJC13,epithelial mesenchymal transition,,2.1688,0,0,
THYM,DNAJC16,epithelial mesenchymal transition,,2.0006,0,0.00027778,
THYM,DNAJC18,epithelial mesenchymal transition,,2.3338,0,0,
THYM,DNAJC1,epithelial mesenchymal transition,,1.9255,0,0,
THYM,DNAJC21,epithelial mesenchymal transition,,1.7484,0,0.0025586,
THYM,DNAJC22,epithelial mesenchymal transition,,1.9459,0,0.00041796,
THYM,DNAJC25,epithelial mesenchymal transition,,2.3849,0,0,
THYM,DNAJC3,epithelial mesenchymal transition,,2.2593,0,0,
THYM,DNAJC5B,epithelial mesenchymal transition,,2.4638,0,0,
THYM,DNAJC6,epithelial mesenchymal transition,,2.1342,0,0,
THYM,HSP90AB1,epithelial mesenchymal transition,,2.5579,0,0,
THYM,HSP90B1,epithelial mesenchymal transition,,2.5927,0,0,
THYM,HSPA12A,epithelial mesenchymal transition,,1.8173,0,0.0054219,
THYM,HSPA12B,epithelial mesenchymal transition,,3.1575,0,0,
THYM,HSPA1A,epithelial mesenchymal transition,,2.8158,0,0,
THYM,HSPA1B,epithelial mesenchymal transition,,2.854,0,0,
THYM,HSPA1L,epithelial mesenchymal transition,,2.1224,0,0,
THYM,HSPA5,epithelial mesenchymal transition,,2.9194,0,0,
THYM,HSPA6,epithelial mesenchymal transition,,3.0599,0,0,
THYM,HSPA7,epithelial mesenchymal transition,,2.9422,0,0,
THYM,HSPB2,epithelial mesenchymal transition,,2.0735,0,0,
THYM,HYOU1,epithelial mesenchymal transition,,2.5874,0,0,
THYM,SEC63,epithelial mesenchymal transition,,2.0994,0,0,
UCEC,CRYAB,epithelial mesenchymal transition,,2.6586,0,0,
UCEC,DNAJB5,epithelial mesenchymal transition,,2.6042,0,0,
UCEC,DNAJB6,epithelial mesenchymal transition,,2.1305,0,0,
UCEC,DNAJC12,epithelial mesenchymal transition,,1.9121,0,0.00035366,
UCEC,DNAJC15,epithelial mesenchymal transition,,2.1162,0,0,
UCEC,DNAJC18,epithelial mesenchymal transition,,1.883,0,0.0002074,
UCEC,DNAJC5B,epithelial mesenchymal transition,,1.698,0,0.0030556,
UCEC,HSPA12B,epithelial mesenchymal transition,,1.877,0,0.0006016,
UCEC,HSPA13,epithelial mesenchymal transition,,1.8283,0,0.00038499,
UCEC,HSPA2,epithelial mesenchymal transition,,1.8678,0,0.001264,
UCEC,HSPB2,epithelial mesenchymal transition,,2.7088,0,0,
UCEC,HSPB3,epithelial mesenchymal transition,,2.325,0,0,
UCEC,HSPB7,epithelial mesenchymal transition,,2.6563,0,0,
UCEC,HSPB8,epithelial mesenchymal transition,,1.8177,0,0.0016518,
UCS,CRYAB,epithelial mesenchymal transition,,2.3526,0,0,
UCS,DNAJB12,epithelial mesenchymal transition,,1.8018,0,0.0010018,
UCS,DNAJB1,epithelial mesenchymal transition,,1.7354,0,0.0016611,
UCS,DNAJB4,epithelial mesenchymal transition,,1.9196,0,0.00017949,
UCS,DNAJB5,epithelial mesenchymal transition,,2.4187,0,0,
UCS,DNAJC13,epithelial mesenchymal transition,,2.0507,0,0,
UCS,DNAJC1,epithelial mesenchymal transition,,1.7672,0,0.00081867,
UCS,DNAJC21,epithelial mesenchymal transition,,2.092,0,0,
UCS,HSPA5,epithelial mesenchymal transition,,1.7601,0,0.0013534,
UCS,HSPB7,epithelial mesenchymal transition,,1.9664,0,0.00030645,
UCS,HSPB8,epithelial mesenchymal transition,,1.811,0,0.0024522,
UVM,CRYAA,epithelial mesenchymal transition,,1.7398,0,0.0063996,
UVM,CRYAB,epithelial mesenchymal transition,,1.7623,0,0.0053154,
UVM,DNAJB13,epithelial mesenchymal transition,,1.6859,0,0.0077872,
UVM,DNAJB5,epithelial mesenchymal transition,,1.8717,0,0.0075478,
UVM,DNAJC5B,epithelial mesenchymal transition,,2.0089,0,0,
UVM,HSPA12B,epithelial mesenchymal transition,,2.2857,0,0,
UVM,HSPA5,epithelial mesenchymal transition,,1.8315,0,0.0009242,
UVM,HSPB3,epithelial mesenchymal transition,,1.8394,0,0.0027254,
UVM,HSPB7,epithelial mesenchymal transition,,1.9598,0,0.00073864,
UVM,HSPB8,epithelial mesenchymal transition,,2.2715,0,0,
UVM,HYOU1,epithelial mesenchymal transition,,2.0948,0,0.000925,
UVM,ODF1,epithelial mesenchymal transition,,1.6554,0,0.0036363,
ACC,DNAJA2,epithelial mesenchymal transition,,-1.6696,0,0.0058489,
ACC,DNAJA3,epithelial mesenchymal transition,,-1.8343,0,0.0035485,
ACC,DNAJA4,epithelial mesenchymal transition,,-3.1617,0,0,
ACC,DNAJB14,epithelial mesenchymal transition,,-1.6949,0,0.0073439,
ACC,DNAJB1,epithelial mesenchymal transition,,-1.6583,0,0.0060524,
ACC,DNAJB2,epithelial mesenchymal transition,,-1.8807,0,0.00063103,
ACC,DNAJB6,epithelial mesenchymal transition,,-2.2854,0,0,
ACC,DNAJB9,epithelial mesenchymal transition,,-1.9825,0,0.00045208,
ACC,DNAJC15,epithelial mesenchymal transition,,-2.0137,0,0.00028676,
ACC,DNAJC17,epithelial mesenchymal transition,,-1.6596,0,0.0092417,
ACC,DNAJC19,epithelial mesenchymal transition,,-2.6629,0,0,
ACC,DNAJC1,epithelial mesenchymal transition,,-1.6916,0,0.014901,
ACC,DNAJC21,epithelial mesenchymal transition,,-2.1717,0,0,
ACC,DNAJC25,epithelial mesenchymal transition,,-1.7785,0,0.00089494,
ACC,DNAJC27,epithelial mesenchymal transition,,-2.4479,0,0,
ACC,DNAJC28,epithelial mesenchymal transition,,-2.7955,0,0,
ACC,DNAJC30,epithelial mesenchymal transition,,-2.4172,0,0,
ACC,DNAJC5,epithelial mesenchymal transition,,-2.105,0,0,
ACC,DNAJC6,epithelial mesenchymal transition,,-2.5116,0,0,
ACC,GAK,epithelial mesenchymal transition,,-2.4837,0,0,
ACC,HSP90AA1,epithelial mesenchymal transition,,-1.7116,0,0.018619,
ACC,HSP90AB1,epithelial mesenchymal transition,,-1.693,0,0.011499,
ACC,HSPA1L,epithelial mesenchymal transition,,-2.0461,0,0,
ACC,HSPA2,epithelial mesenchymal transition,,-1.5799,0,0.0098714,
ACC,HSPA4,epithelial mesenchymal transition,,-2.1789,0,0,
ACC,HSPA4L,epithelial mesenchymal transition,,-2.4102,0,0,
ACC,HSPA9,epithelial mesenchymal transition,,-2.1389,0,0,
ACC,HSPB7,epithelial mesenchymal transition,,-2.038,0,0,
ACC,HSPB9,epithelial mesenchymal transition,,-2.1275,0,0,
